싱글맘맘이야,여우자매,대학원 탈출일지,오사와 오폐수들,저승파견고용직,우리 카페 사장님이 이상하다,"괜찮아, 고3이야",우리집 강아지는 복슬강아지,지극히 평범한 생활,아빠는 N살,낮잠 자는 사람들,깜빡깜빡,루텔,구나의 그랬구나,아스테리스크,아오링도쿄,잔액이 부족합니다,운명...인가요?,발버둥치다,국제결혼개그만화,실험학교,오늘을 담다.,방구석수필,좀비 패밀리,(Old)악마법소녀,서툴고 어리숙해도 좋아하는,정령왕즈,쿤도덥브라더스,생각보다 잘 자랐습니다,몬스터 커맨더F,생존일지,시크릿가족,무엇이든 그려드립니닷!,카나와 초나의 독일,그래도 하루는,죽음과 동화,감각의 어빌러티,천상대전,AI폰 아리랑,채채쓰의 웃픈일기,방에 콕! 진댕,무존재감
"('가능하겠지요', 1)","('대단하네', 2)","('같다는', 1)","('든든한', 1)","('재미있는', 1)",,"('어엿한', 1)",,,,"('야해요', 1)","('좋아하실까', 1)","('성장했네요', 1)","('그러네요', 1)",,"('대단하세요', 1)",,,"('깔끔하게', 2)","('귀여워용', 1)","('재미있었어요', 1)","('완벽한', 1)","('따뜻해지네요', 1)",,"('부드러우면서도', 2)",,"('바쁘시나요', 1)","('귀엽겠다', 1)","('있어야', 2)","('다를', 1)",,"('안되는게', 1)","('똑똑해', 1)","('미치게', 1)","('좋겠다고', 2)","('성공하신', 1)",,"('좀하게', 1)",,,,
"('신기했던', 1)","('미쳤', 2)","('그렇습니다', 1)","('있군요', 1)","('자랑스러워', 1)",,"('시급하답', 1)",,,,"('있을게', 1)","('많으셨고', 1)","('나란히', 1)","('똑같', 1)",,"('안되는', 1)",,,"('많으셨고', 2)","('완벽한', 1)","('좋을것', 1)","('따뜻했고', 1)","('있던데', 1)",,"('흠잡을', 2)",,"('있는다는', 1)","('정직하게', 1)","('그러냐고', 2)","('놀라워하는', 1)",,"('옳지', 1)","('아픈아가예요', 1)","('많은거', 1)","('아파줄수도', 2)","('성공했기', 1)",,"('좋겠네', 1)",,,,
"('허탈하면서도', 1)","('있을까요', 2)","('유복한', 1)","('바쁘셔서', 1)","('필요해', 1)",,"('미안하다', 1)",,,,"('있을께요', 1)","('아니었을까', 1)","('슬프지만', 1)","('바쁘시겠구나', 1)",,"('오만하고', 1)",,,"('힘들었지만', 2)","('발랄해서', 1)","('그러네', 1)","('그런지', 1)","('있으시겠죠', 1)",,"('많은면', 2)",,"('조용하지', 1)","('있을텐데요', 1)","('그런다네요', 2)","('부탁드려요', 1)",,"('안된다니까', 1)","('어땠을까', 1)","('단단하게', 1)","('미안하겠죠', 2)","('필요할', 1)",,"('있음', 1)",,,,
"('착하신거', 1)","('좋겟네요', 2)","('많습니다', 1)","('앙큼한데', 1)","('간단하게', 1)",,"('피곤하다', 1)",,,,"('재밌었어요', 1)","('흔히', 1)","('많으셔서', 1)","('빵터지는', 1)",,"('간단한', 1)",,,"('있나', 2)","('잘맞는', 1)","('그랬던거네', 1)","('궁금했던', 1)","('부럽네요', 1)",,"('까말까', 2)",,"('자유분방하고', 1)","('좋아서', 1)","('원하는', 2)","('귀엽나아', 1)",,"('당했음', 1)","('이럴', 1)","('있었기에', 1)","('있어줄', 2)","('있구나', 1)",,"('재밌당', 1)",,,,
"('아닙니까', 1)","('고맙다', 2)","('재밌어서', 1)","('귀엽기까지', 1)","('원했는데', 1)",,"('적당히', 1)",,,,"('힘들겠지만', 1)","('귀찮아하고', 1)","('섭섭했는데', 1)","('재밌고', 1)",,"('같습니다', 1)",,,"('다정해지신', 2)","('재밌습니다', 1)","('없는걸', 1)","('바쁜', 1)","('그렇다', 1)",,"('좋았습니다', 2)",,"('건방진', 1)","('가지런히', 1)","('어렵지만', 2)","('어떨지', 1)",,"('없어도', 1)","('심해서', 1)","('있었나', 1)","('짠한지', 2)","('필요하지만', 1)",,"('야함', 1)",,,,
"('색다르긴', 1)","('아니지만', 2)","('힘드실까봐', 1)","('미쳤나', 1)","('아쉽', 1)",,"('귀엽네', 1)",,,,"('심각한', 1)","('소심하기', 1)","('죄송하지만', 1)","('있었다면', 1)",,"('있다는', 1)",,,"('다분히', 2)","('빠른가요', 1)","('있을테니', 1)","('많았거든요', 1)","('잔잔하면서도', 1)",,"('안되거든요', 2)",,"('단정하게', 1)","('입니당', 1)","('궁금해지네요', 2)","('멋있다아', 1)",,"('슬픈', 1)","('멸망하기를', 1)","('용감했네요', 1)","('즐거운', 2)","('옳다고', 1)",,"('환생함', 1)",,,,
"('몽글한', 1)","('같음', 2)","('무리하진', 1)","('야한다', 1)","('좋아했군요', 1)",,"('귀여', 1)",,,,"('아니라서', 1)","('좋아하시지', 1)","('비싸면', 1)","('뿐인데도', 1)",,"('원합니다', 1)",,,"('따뜻해질', 2)","('귀여워졌어요', 1)","('건강하시기만', 1)","('작게나마', 1)","('귀엽고', 1)",,"('작러', 2)",,"('작가니이이리', 1)",,"('편한대로', 2)","('야하니', 1)",,"('무섭네', 1)","('궁금하네요', 1)","('가난한', 1)","('기쁘던지요', 2)","('있었으면', 1)",,"('그러면은', 1)",,,,
"('없더니', 1)","('많아', 2)","('부러워오', 1)","('행복하게', 1)","('빨라', 1)",,"('신기한', 1)",,,,"('좋으신', 1)","('없었네요', 1)","('없으', 1)","('있니', 1)",,"('짠하면서', 1)",,,"('시원한', 2)","('죄송해요', 1)","('없겠어요', 1)","('있다면', 1)","('굉장히', 1)",,"('아니던', 2)",,"('무서워요', 1)",,"('힘든거라고', 2)","('복잡해져요', 1)",,"('약한건', 1)","('괴로운데', 1)","('많았어요', 1)","('그러던', 2)","('상관없지만', 1)",,"('괜찮으니', 1)",,,,
"('없고', 1)","('같은건', 2)","('재밌는데', 1)","('당하셨어요', 1)","('아니였나요', 1)",,"('있을까', 1)",,,,"('중요하신', 1)","('많다고', 1)","('엄청남', 1)","('같다요', 1)",,"('강함인', 1)",,,"('만족하셔서', 2)","('연해진거', 1)","('괜찮아져서', 1)","('궁금했어요', 1)","('조용한', 1)",,"('아까울', 2)",,"('친절한데', 1)",,"('당연한것', 2)","('아닌게', 1)",,"('상관없지만', 1)","('서툴러서', 1)","('좋은데', 1)","('괴로웠는데', 2)","('짧냐부터', 1)",,"('부탁드릴게', 1)",,,,
"('있으세요', 1)","('이런건', 2)","('싫음', 1)","('미치겠다', 1)","('불쌍하', 1)",,"('작작해', 1)",,,,"('착하신거죠', 1)","('평범하게', 1)","('우울해져요', 1)","('이럴', 1)",,"('강한', 1)",,,"('홀가분한', 2)","('부드러워진거', 1)","('아닐', 1)","('칠한', 1)","('얼큰하게', 1)",,"('아름다운', 2)",,"('불편하시다면', 1)",,"('다르다는걸', 2)","('이쁘게', 1)",,"('배고파서', 1)","('원망하진', 1)","('배부른', 1)","('안되네요', 2)","('없냐', 1)",,"('약해서', 1)",,,,
"('환하게', 1)","('없나요', 2)","('잘생겨지시는군', 1)","('맛있어질', 1)","('없지만', 1)",,"('아니에요', 1)",,,,"('피곤해서', 1)","('두렵네요', 1)","('설레요', 1)","('무서운', 1)",,"('자그마한', 1)",,,"('멋진것', 2)","('미칠거', 1)","('같지만', 1)","('귀여운거', 1)","('많으셔', 1)",,"('귀여운거', 2)",,"('행복하세요', 1)",,"('힘드셨을까요', 2)","('귀찮으', 1)",,"('약해서', 1)","('짧게나마', 1)","('길고', 1)","('있으니', 2)","('냉정한', 1)",,"('없으면', 1)",,,,
"('미쳤었다며', 1)","('야한다', 2)","('이쁘고', 1)","('시급히', 1)","('당하네', 1)",,"('그리웠어여', 1)",,,,"('고프니가', 1)","('많아', 1)","('좋아했던', 1)","('무거웠는데', 1)",,"('없어서', 1)",,,"('부러워요', 2)","('같음', 1)","('부당한', 1)","('안녕해야겠죠', 1)","('미안한게', 1)",,"('아니냐', 2)",,"('차가워서', 1)",,"('조심스럽네요', 2)","('안되서', 1)",,"('쎄게', 1)","('가득하실', 1)","('좋겠다', 1)","('슬프지만은', 2)","('엄청나게', 1)",,"('아니지', 1)",,,,
"('건강한', 1)","('짜증나', 2)","('부우우우자', 1)","('필요합니다', 1)","('아니건', 1)",,"('힘들단', 1)",,,,"('비슷한거', 1)","('같다는', 1)","('비싸더라도', 1)","('있는게', 1)",,"('비싸서', 1)",,,"('깔끔하고', 2)","('간지럽구나', 1)","('심한', 1)","('예민한', 1)","('짠하네요', 1)",,"('있다고', 2)",,"('있겠네요', 1)",,"('소심한가', 2)","('좋지만', 1)",,"('안되나', 1)","('희박함에도', 1)","('변할', 1)","('아파졌나', 2)","('뛰어나신', 1)",,"('미치네', 1)",,,,
"('있는건', 1)","('없잖아', 2)","('너무하는거', 1)","('시큼해질', 1)","('좋네', 1)",,"('있네', 1)",,,,"('귀엽', 1)","('슬프진', 1)","('야할', 1)","('계시구나', 1)",,"('그랬죠', 1)",,,"('있는건데', 2)","('간지러울', 1)","('좀주세요', 1)","('스러워', 1)","('많은거에요', 1)",,"('있을테니까', 2)",,"('낡고', 1)",,"('착한', 2)","('있을거다', 1)",,"('낮아요', 1)","('어떡할까', 1)","('그래야만', 1)","('여전함에', 2)","('다르신', 1)",,"('있긴하지만', 1)",,,,
"('아니지만', 1)","('같으면', 2)","('아니냐', 1)","('착한', 1)","('편하대', 1)",,"('원해요', 1)",,,,"('야하는거', 1)","('그리워질', 1)","('즐거웠어요', 1)","('좋을까', 1)",,"('외로웠을까요', 1)",,,"('힘들어요', 2)","('죄송합니다', 1)","('빡치네', 1)","('그러는지', 1)","('있었습니다', 1)",,"('예민하게', 2)",,"('같았는데', 1)",,"('후련할', 2)","('있는거야', 1)",,"('죄송하다', 1)","('그럼에도', 1)","('있었을', 1)","('싫었는데', 2)","('많더라고요', 1)",,"('똑같음', 1)",,,,
"('덤덤해져서', 1)","('많으신', 2)","('아니라고', 1)","('좋을', 1)","('좋아한', 1)",,"('아니었네요', 1)",,,,"('안좋다고', 1)","('궁금했는데', 1)","('빡치는', 1)","('어렵긴', 1)",,"('많으셨네요', 1)",,,"('더라구요', 2)","('아팠음', 1)","('없지만', 1)","('귀여워서', 1)","('즐거운', 1)",,"('굴어', 2)",,"('궁금했어요', 1)",,"('씁쓸하네요', 2)","('이런거', 1)",,"('정확한', 1)","('죄송한', 1)","('더라고요', 1)","('아닌가', 2)","('없지', 1)",,"('궁금하다', 1)",,,,
"('그런거', 1)","('높은데', 2)","('많다는', 1)","('착하면', 1)","('부족해졌다고요', 1)",,"('많긴', 1)",,,,"('같아여', 1)","('같았는데', 1)","('당연한', 1)","('이쁜', 1)",,"('재밌다', 1)",,,"('편해요', 2)","('좋지', 1)","('그런거', 1)","('있었으면', 1)","('미안해하셔도', 1)",,"('다양한', 2)",,"('귀엽다아아', 1)",,"('짠한건', 2)","('아니고선', 1)",,"('힘드실텐데', 1)","('아리는', 1)","('좋습니다', 1)","('더해져', 2)","('기쁘겠어요', 1)",,"('확실합니다', 1)",,,,
"('같더라고요', 1)","('있는가', 2)","('곱다고와', 1)","('좋더라', 1)","('아름답다', 1)",,"('있었네요', 1)",,,,"('조아용', 1)","('이쁘다면서', 1)","('있든데', 1)","('슬프지', 1)",,"('시급해여', 1)",,,"('웬만해', 2)","('멋있으세요', 1)","('그러면', 1)","('좋겠네요', 1)","('많다는거', 1)",,"('많이는', 2)",,"('궁금했던게', 1)",,"('싫당', 2)","('엄청난', 1)",,"('많으세요', 1)","('무섭고', 1)","('궁금했었는데', 1)","('의연하구나', 2)","('진지하게', 1)",,"('느려도', 1)",,,,
"('깔끔하게', 1)","('딱히', 2)","('없었을텐데요', 1)","('앙큼하다', 1)","('속상함이', 1)",,"('비슷해서요', 1)",,,,"('들따듯', 1)","('친할', 1)","('많아서', 1)","('심쿵하는', 1)",,"('무섭', 1)",,,"('아닐', 2)","('있을까요', 1)","('어려워', 1)","('뿌듯하고', 1)","('힘들', 1)",,"('들따라', 2)",,"('같은인', 1)",,"('밉당', 2)","('지겹다', 1)",,"('약하게', 1)","('우울해지네요', 1)","('부러워요', 1)","('반가웠던거죠', 1)","('많게는', 1)",,"('안되는걸', 1)",,,,
"('없던', 1)","('그런거야', 2)","('계신거죠', 1)","('있죠', 1)","('스럽네', 1)",,"('잘맞게', 1)",,,,"('화창하고', 1)","('가까워서', 1)","('잘생겼는데', 1)","('찡하게', 1)",,"('많으시네요', 1)",,,"('없다는', 2)","('이럴', 1)","('귀여우셔', 1)","('재밌더라구요', 1)","('안되는', 1)",,"('먼가', 2)",,"('귀여웠담', 1)",,"('좋당', 2)","('삐죽도', 1)",,"('싫네요', 1)","('불편하고', 1)","('좋겠다는', 1)","('차갑게', 1)","('현명한', 1)",,"('같은데요', 1)",,,,
"('이쁘고', 1)","('괜찮은', 2)","('두려워지네', 1)","('귀찮아서', 1)","('아닙니다', 1)",,"('힘든데', 1)",,,,"('화사한', 1)","('불가능할꺼', 1)","('미친듯이', 1)","('어느덧', 1)",,"('대단하시', 1)",,,"('신기하면서도', 2)","('궁금한가', 1)","('역은', 1)","('좋을', 1)","('없고요', 1)",,"('비슷하네요', 2)",,"('이뻐어', 1)",,"('그러면', 2)","('좋더라', 1)",,"('착하겠다', 1)","('어렵고', 1)","('검은', 1)","('좋았던', 1)","('새로', 1)",,"('아니였네', 1)",,,,
"('이뻐용', 1)","('건강하세요', 2)","('그러지', 1)","('그랬단', 1)","('드물게', 1)",,"('이럴수가', 1)",,,,"('가득하길', 1)","('많아도', 1)","('흥분하면서', 1)","('번하고', 1)",,"('대단하시네', 1)",,,"('소소한', 2)",,"('심하지', 1)","('같습니다', 1)","('고맙고', 1)",,"('괜찮은', 2)",,"('없다고', 1)",,"('없어', 2)","('있죠', 1)",,"('더하네', 1)","('편히', 1)","('다르게', 1)","('있기보다', 1)","('좋아해서', 1)",,"('좋겠는데', 1)",,,,
"('아니란', 1)","('기쁘다', 2)","('역시나였어요', 1)","('고마워하진', 1)","('의해', 1)",,"('질척해지고싶지만', 1)",,,,"('다르시지만', 1)","('인한', 1)","('재밌으면', 1)","('예쁘고', 1)",,"('좋을것', 1)",,,"('있는것', 2)",,"('가능하니', 1)","('좋아했는데', 1)","('미안해하지', 1)",,"('좋겠', 2)",,"('느긋하게', 1)",,"('계신거에요', 2)","('미쳤습니까', 1)",,"('이상한거지만', 1)","('슬퍼서', 1)","('다른건데', 1)","('버거웠었죠', 1)","('없었습니다', 1)",,"('아니겠죠', 1)",,,,
"('몽글몽글해지는', 1)","('정신차리고', 2)","('괴롭게', 1)","('말랑해', 1)","('있겠죠', 1)",,"('안녕히계세용', 1)",,,,"('당당히', 1)","('계셔', 1)","('어떡하라는', 1)","('시큰하지', 1)",,"('친하신것', 1)",,,"('좋죠', 2)",,"('안됨이라고', 1)","('있는지요', 1)","('사뿐히', 1)",,"('친한', 2)",,"('궁금해지네요', 1)",,"('변한다', 2)","('같지', 1)",,"('이러한', 1)","('꾸준하시네요', 1)","('정직하고', 1)","('안쓰럽고', 1)","('괜찮네', 1)",,"('어떨려나', 1)",,,,
"('대단하신', 1)","('궁금하다', 2)","('계신가요', 1)","('훈훈하네요', 1)","('괜찮네요', 1)",,"('어때용', 1)",,,,"('멋집니다', 1)","('같거든요', 1)","('작은거야', 1)","('고마워', 1)",,"('같은데요', 1)",,,"('힘드실', 2)",,"('없으니깐', 1)","('어떤지', 1)","('있네요', 1)",,"('있었고', 2)",,"('있네요', 1)",,"('싫으니', 2)","('없을까', 1)",,"('심란하네요', 1)","('바쁘게', 1)","('우직한게', 1)","('안타깝지만', 1)","('없었어요', 1)",,"('바쁘신', 1)",,,,
"('착잡하셨을', 1)","('아니다', 2)","('싫고', 1)","('맛있어야', 1)","('같은게', 1)",,"('힘들더라고요', 1)",,,,"('귀여워서', 1)","('활기차던', 1)","('잘생기고', 1)","('슬픈데', 1)",,"('조용하고', 1)",,,"('없으시길래', 2)",,"('뿐이죠', 1)","('계시는', 1)","('젊은', 1)",,"('무섭고', 2)",,"('기쁩니다', 1)",,"('변해요', 2)","('미쳐', 1)",,"('무섭고', 1)","('같은것도', 1)","('나쁘냐', 1)","('아닌것', 1)","('성장해', 1)",,"('안된다고', 1)",,,,
"('이쁘지만', 1)","('멍청한', 2)","('있었어', 1)","('다정하니', 1)","('있었고', 1)",,"('힘들었습니다', 1)",,,,"('상냥한데요', 1)","('원망할', 1)","('귀여운데', 1)","('따뜻하네요', 1)",,"('알차고', 1)",,,"('궁금했어요', 2)",,"('없잖아요', 1)","('어렵다고', 1)","('험하게', 1)",,"('있으시다면', 2)",,"('궁금하다고요', 1)",,"('싫은데', 2)","('가능하니', 1)",,"('슬퍼요', 1)","('힘든데', 1)","('있구나', 1)","('아니에요', 1)","('뛰어나기', 1)",,"('아니구', 1)",,,,
"('덤덤히', 1)","('기뻐요', 2)","('중요했습니다', 1)","('있냐고요', 1)","('있었죠', 1)",,"('없구요', 1)",,,,"('덥다고', 1)","('없던', 1)","('계신', 1)","('있을거예요', 1)",,"('길고', 1)",,,"('계셨나요', 2)",,"('같은건', 1)","('같았습니다', 1)","('훌륭한', 1)",,"('있었네요', 2)",,"('의해', 1)",,"('조심스러워서', 2)","('이상한것만', 1)",,"('없었으니', 1)","('슬픈데', 1)","('싫군', 1)","('안타까워서', 1)","('너그럽게', 1)",,"('짜증나서', 1)",,,,
"('멋져요', 1)","('좋지만', 2)","('막막하고', 1)","('좋아했었지', 1)","('안되는건', 1)",,"('아니야', 1)",,,,"('맛있다', 1)","('생생하게', 1)","('좋아하기', 1)","('많으십니당', 1)",,"('성실히', 1)",,,"('야할까', 2)",,"('없었답니다', 1)","('소박한', 1)","('좋아하는게', 1)",,"('소소한', 2)",,"('분노해서', 1)",,"('좋으셨으면', 2)","('길게', 1)",,"('어지럽다는', 1)","('아니시겠죠', 1)","('귀여워', 1)","('예민하고', 1)","('다르니', 1)",,"('힘드시지만', 1)",,,,
"('그럴라', 1)","('아닙니다', 2)","('힘들었어요', 1)","('맛있었어요', 1)","('원망하지말거라', 1)",,"('필요없다고', 1)",,,,"('하얗게', 1)","('있고요', 1)","('예쁘니까', 1)","('똑똑한', 1)",,"('있네', 1)",,,"('확실한데요', 2)",,"('있었나요', 1)","('있어도', 1)","('아닌가', 1)",,"('오묘한', 2)",,"('저랬고', 1)",,"('딴길로', 2)","('재밌음', 1)",,"('긴밀히', 1)","('원했던', 1)","('단련하고', 1)","('예민해지는것도', 1)","('아닙니다', 1)",,"('빨라', 1)",,,,
"('있을거에요', 1)","('아닌가요', 2)","('시급합니다', 1)","('맛있었는데', 1)","('이랬겠죠', 1)",,"('울적할', 1)",,,,"('맛있게', 1)","('아쉬워지는', 1)","('마라', 1)","('사랑스럽고', 1)",,"('유연하시네요', 1)",,,"('어지럽고', 2)",,"('고운말', 1)","('재밌었어요', 1)","('궁금하군요', 1)",,"('귀엽고', 2)",,"('없었다면', 1)",,"('온순해지니까', 2)","('작은', 1)",,"('없었음', 1)","('실패한', 1)","('아니라니', 1)","('힘들잖아요', 1)","('힘들지', 1)",,"('강해져서', 1)",,,,
"('빵터져서', 1)","('많다', 2)","('좋습니다', 1)","('있자나요', 1)","('슬프네요', 1)",,"('궁금해지는', 1)",,,,"('행복해지죠', 1)","('무겁네요', 1)","('좋아한다', 1)","('재밌어', 1)",,"('빨라', 1)",,,"('안되죠', 2)",,"('이상하고', 1)","('이럴수가', 1)","('계시는구나', 1)",,"('아까', 2)",,"('같군요', 1)",,"('좋아하시더라고요', 2)","('적합한', 1)",,"('순수한', 1)","('원했지만', 1)","('귀엽다', 1)","('그럴려고', 1)","('느린지라', 1)",,"('안되는거', 1)",,,,
"('부지런하게', 1)","('무섭네', 2)","('행복해여', 1)","('좋겠네요', 1)","('어리석은', 1)",,"('아니예요', 1)",,,,"('착한', 1)","('슬퍼요', 1)","('길다', 1)","('힘들더라구요', 1)",,"('비슷한거', 1)",,,"('역겨운게', 2)",,"('짜증나는', 1)","('친근했는데', 1)","('없고', 1)",,"('많지', 2)",,"('아닙니다', 1)",,"('변할것', 2)","('재미있는듯', 1)",,"('아니라고', 1)","('기쁜데', 1)","('죄송합니다', 1)","('더라구요', 1)","('힘들겠지만', 1)",,"('그럴수록', 1)",,,,
"('착하신거아', 1)","('그러게요', 2)","('부탁드렸더니', 1)","('뻔한', 1)","('궁금하구나', 1)",,"('아쉬워서', 1)",,,,"('멀지', 1)","('특별함이', 1)","('어떠세', 1)","('이뿌게', 1)",,"('비슷한', 1)",,,"('속상하셨겠어요', 2)",,"('있어야', 1)","('있겠죠', 1)","('저래', 1)",,"('행복해지는', 2)",,"('안되면', 1)",,"('같지', 2)","('멋있어요', 1)",,"('꼬인', 1)","('불안해요', 1)","('젊을', 1)","('멀쩡해', 1)","('아니거든요', 1)",,"('싫어지시니까', 1)",,,,
"('없거든요', 1)","('빠른듯', 2)","('있었지만', 1)","('있긴하지만', 1)","('불쌍하다는', 1)",,"('싫다고', 1)",,,,"('진솔하고', 1)","('이쁜디', 1)","('어떠니', 1)","('뭉클해요', 1)",,"('든든해', 1)",,,"('속상하네', 2)",,"('아니라는', 1)","('그만하시는', 1)","('성실하게', 1)",,"('느리게', 2)",,"('소멸했지만', 1)",,"('변해지셨어요', 2)","('요요하면서', 1)",,"('약하다고', 1)","('유일하게', 1)","('좋더라구요', 1)","('있죠못', 1)","('적당히', 1)",,"('그럼에도', 1)",,,,
